Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
Dell,Gaming,16.0,4K,Apple M1,16,512GB SSD,Nvidia RTX 3050,Windows 11,1.75,121691
Acer,Ultrabook,13.3,Full HD,AMD Ryzen 5,32,1TB SSD,Intel Iris,macOS,1.68,59150
HP,Ultrabook,16.0,4K,Intel Core i7,8,512GB SSD,Intel Iris,macOS,2.4,60044
MSI,Workstation,13.3,Full HD,AMD Ryzen 7,32,1TB SSD,AMD Radeon,Windows 10,1.94,80936
Apple,Ultrabook,13.3,4K,Apple M2,8,256GB SSD,AMD Radeon,macOS,1.56,138085
Apple,Notebook,15.6,Retina,Intel Core i7,32,256GB SSD,Nvidia RTX 3050,macOS,2.19,167896
Apple,Notebook,13.3,Retina,Apple M2,8,512GB SSD,AMD Radeon,macOS,1.95,138599
Acer,Gaming,14.0,Full HD,Intel Core i5,32,1TB SSD,Intel UHD,Linux,2.49,72214
Apple,Notebook,16.0,Full HD,Intel Core i7,8,1TB SSD,AMD Radeon,macOS,1.54,138762
Lenovo,Workstation,16.0,Full HD,Intel Core i5,16,256GB SSD,Intel UHD,Windows 10,2.1,58290
HP,Gaming,15.6,Full HD,Apple M1,8,256GB SSD,Intel Iris,Linux,1.61,71577
Lenovo,Gaming,13.3,Retina,Intel Core i7,16,1TB SSD,Intel UHD,macOS,1.69,79066
Asus,Workstation,13.3,Full HD,Intel Core i7,32,1TB SSD,Nvidia RTX 3050,Windows 10,1.94,107772
Acer,Ultrabook,16.0,Retina,AMD Ryzen 5,8,512GB SSD,AMD Radeon,Windows 11,1.49,35656
Dell,Notebook,16.0,Retina,Intel Core i5,32,512GB SSD,Nvidia GTX 1650,Windows 10,1.93,58695
Asus,Gaming,14.0,Full HD,Intel Core i7,16,256GB SSD,Intel Iris,Linux,1.98,67496
Lenovo,Workstation,15.6,4K,Apple M1,8,256GB SSD,Nvidia RTX 3050,macOS,1.87,98052
HP,Notebook,13.3,Retina,AMD Ryzen 7,32,1TB SSD,Nvidia RTX 3050,Windows 11,2.19,117483
Asus,Gaming,16.0,Retina,AMD Ryzen 5,32,512GB SSD,Nvidia GTX 1650,Windows 10,1.93,50774
MSI,Notebook,16.0,Full HD,Apple M2,16,512GB SSD,Intel Iris,Windows 11,1.92,83447
Acer,Gaming,16.0,Full HD,AMD Ryzen 5,32,512GB SSD,Nvidia RTX 3050,macOS,1.68,80043
Asus,Notebook,14.0,4K,AMD Ryzen 7,16,512GB SSD,Intel UHD,Windows 11,2.44,77655
MSI,Gaming,15.6,Retina,Intel Core i5,16,512GB SSD,Nvidia RTX 3050,Linux,2.21,72190
Lenovo,Gaming,14.0,Full HD,Apple M2,8,1TB SSD,Intel UHD,Linux,1.91,92131
MSI,Notebook,15.6,Retina,Apple M2,16,1TB SSD,AMD Radeon,Windows 10,1.64,109122
Lenovo,Gaming,14.0,Full HD,Intel Core i5,8,512GB SSD,Nvidia RTX 3050,macOS,1.72,68945
Lenovo,Notebook,16.0,4K,AMD Ryzen 5,32,256GB SSD,Intel UHD,Linux,2.19,54004
Acer,Workstation,16.0,4K,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,Windows 11,2.46,50829
Apple,Notebook,14.0,4K,AMD Ryzen 7,32,1TB SSD,Nvidia GTX 1650,macOS,1.36,153657
Acer,Notebook,16.0,4K,Intel Core i7,8,512GB SSD,Nvidia RTX 3050,Windows 11,2.04,88299
HP,Gaming,13.3,Full HD,Apple M2,16,1TB SSD,Intel UHD,Linux,1.91,105040
MSI,Gaming,13.3,Full HD,Intel Core i7,32,1TB SSD,Nvidia GTX 1650,macOS,2.01,91012
Asus,Workstation,15.6,4K,Apple M2,8,1TB SSD,Intel Iris,Windows 10,1.77,94730
Dell,Ultrabook,15.6,Full HD,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,Windows 10,1.73,68029
Apple,Notebook,13.3,4K,Apple M2,32,512GB SSD,Intel UHD,macOS,2.26,146039
Asus,Ultrabook,15.6,4K,Apple M2,32,256GB SSD,Intel UHD,Windows 11,2.07,83167
Dell,Ultrabook,14.0,Retina,Apple M2,8,1TB SSD,Nvidia GTX 1650,macOS,1.77,83512
MSI,Notebook,16.0,Retina,Apple M1,16,256GB SSD,Intel Iris,Linux,1.86,88049
Asus,Ultrabook,14.0,Retina,Intel Core i7,16,1TB SSD,Intel UHD,Windows 11,2.13,90321
Acer,Gaming,16.0,4K,AMD Ryzen 5,16,512GB SSD,Nvidia GTX 1650,Windows 10,1.55,47706
MSI,Notebook,13.3,Full HD,Intel Core i5,8,256GB SSD,Intel Iris,macOS,1.47,34292
Dell,Ultrabook,16.0,Retina,Apple M1,16,512GB SSD,Intel Iris,macOS,1.94,93441
Acer,Ultrabook,16.0,4K,Intel Core i7,16,256GB SSD,Intel UHD,Linux,1.95,82597
HP,Ultrabook,16.0,Retina,AMD Ryzen 5,8,1TB SSD,AMD Radeon,Windows 10,1.53,59980
Lenovo,Workstation,14.0,4K,Intel Core i5,32,1TB SSD,AMD Radeon,Linux,2.04,62553
Dell,Ultrabook,13.3,4K,Intel Core i7,32,1TB SSD,Intel Iris,Linux,1.8,89785
Apple,Notebook,15.6,4K,Apple M2,16,1TB SSD,Intel Iris,macOS,1.33,162160
Acer,Ultrabook,15.6,Full HD,Apple M1,8,512GB SSD,AMD Radeon,Windows 10,2.46,70009
MSI,Gaming,14.0,Full HD,Apple M1,16,512GB SSD,Intel UHD,Windows 10,1.89,96201
Lenovo,Gaming,15.6,Full HD,AMD Ryzen 7,16,256GB SSD,Intel UHD,Windows 10,1.92,77830
MSI,Notebook,13.3,4K,Apple M2,16,256GB SSD,Intel UHD,macOS,2.34,96217
Asus,Workstation,16.0,Full HD,Apple M1,16,512GB SSD,Nvidia GTX 1650,Linux,2.37,88189
Asus,Workstation,13.3,Full HD,Apple M2,16,256GB SSD,Intel UHD,Linux,1.96,82188
Lenovo,Notebook,13.3,Retina,Intel Core i7,16,512GB SSD,Intel UHD,Windows 11,2.42,71807
Dell,Notebook,15.6,Retina,Intel Core i5,8,1TB SSD,Intel UHD,Windows 11,1.23,51673
Dell,Gaming,16.0,4K,Apple M1,8,1TB SSD,Nvidia RTX 3050,Windows 10,2.35,104399
Lenovo,Workstation,16.0,Full HD,Apple M2,8,256GB SSD,Nvidia RTX 3050,macOS,1.8,102433
Apple,Workstation,16.0,4K,Intel Core i5,16,1TB SSD,Intel Iris,macOS,2.35,132770
Apple,Ultrabook,13.3,4K,AMD Ryzen 7,8,256GB SSD,Intel Iris,macOS,1.4,117676
Asus,Ultrabook,15.6,4K,AMD Ryzen 7,32,1TB SSD,AMD Radeon,Linux,1.7,79217
MSI,Ultrabook,15.6,4K,Apple M1,32,1TB SSD,Intel UHD,Windows 11,1.29,109462
HP,Ultrabook,13.3,4K,Intel Core i7,8,256GB SSD,Intel Iris,Linux,2.25,58354
Apple,Gaming,15.6,Retina,Apple M2,8,512GB SSD,Nvidia GTX 1650,macOS,1.39,139348
Apple,Ultrabook,16.0,4K,Intel Core i5,32,1TB SSD,Intel Iris,macOS,1.58,130407
Apple,Gaming,13.3,Retina,Intel Core i5,8,512GB SSD,Intel Iris,macOS,1.33,102389
Apple,Notebook,16.0,4K,Apple M2,8,1TB SSD,Intel UHD,macOS,2.16,140445
Acer,Workstation,13.3,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,Windows 11,1.33,70988
Apple,Notebook,14.0,Full HD,AMD Ryzen 7,8,1TB SSD,Intel Iris,macOS,1.67,132470
Asus,Gaming,14.0,Retina,AMD Ryzen 7,16,512GB SSD,AMD Radeon,Windows 11,1.58,75373
Acer,Gaming,13.3,Retina,Apple M1,32,512GB SSD,Nvidia RTX 3050,Linux,2.32,108823
Dell,Gaming,15.6,Retina,Apple M2,16,1TB SSD,AMD Radeon,Windows 11,2.23,97667
Lenovo,Notebook,16.0,4K,AMD Ryzen 7,32,1TB SSD,Intel UHD,Windows 10,2.49,79313
Apple,Ultrabook,13.3,Full HD,Apple M2,32,1TB SSD,Nvidia GTX 1650,macOS,2.43,159356
Acer,Gaming,16.0,4K,AMD Ryzen 7,16,256GB SSD,Intel UHD,Windows 10,2.33,82723
MSI,Gaming,14.0,Full HD,Apple M1,32,256GB SSD,Nvidia GTX 1650,Windows 10,1.74,97284
Lenovo,Gaming,14.0,Full HD,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3050,Windows 10,1.48,71459
Apple,Notebook,15.6,4K,Apple M1,32,256GB SSD,Intel UHD,macOS,2.12,152175
HP,Ultrabook,14.0,Retina,AMD Ryzen 5,16,512GB SSD,AMD Radeon,macOS,1.47,62755
Asus,Notebook,13.3,Retina,Intel Core i7,16,512GB SSD,Nvidia RTX 3050,Windows 11,1.38,101216
Lenovo,Gaming,16.0,Retina,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,Windows 10,2.36,69874
Asus,Ultrabook,16.0,Full HD,Apple M1,16,256GB SSD,Nvidia GTX 1650,Linux,1.44,92608
Lenovo,Ultrabook,16.0,Retina,Intel Core i5,32,512GB SSD,Intel Iris,macOS,1.43,61209
MSI,Workstation,14.0,Full HD,Intel Core i7,8,1TB SSD,AMD Radeon,Linux,2.07,70985
Apple,Notebook,16.0,Retina,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3050,macOS,1.7,157621
HP,Workstation,14.0,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,Windows 11,2.26,69112
Asus,Gaming,15.6,4K,Intel Core i5,32,1TB SSD,AMD Radeon,Linux,2.33,72036
Lenovo,Notebook,13.3,4K,Apple M2,16,512GB SSD,Intel UHD,Windows 11,1.5,92908
Acer,Workstation,15.6,4K,Intel Core i5,16,1TB SSD,Nvidia RTX 3050,Linux,2.03,94545
Apple,Ultrabook,14.0,Full HD,AMD Ryzen 7,8,512GB SSD,Nvidia GTX 1650,macOS,2.14,115296
MSI,Gaming,13.3,4K,Intel Core i5,16,1TB SSD,Intel UHD,Linux,1.66,63525
HP,Gaming,16.0,Full HD,Apple M1,8,512GB SSD,Nvidia RTX 3050,macOS,1.5,97324
HP,Ultrabook,15.6,Retina,Intel Core i5,32,1TB SSD,Nvidia RTX 3050,macOS,2.44,93083
MSI,Notebook,15.6,4K,Apple M1,16,1TB SSD,Intel UHD,macOS,2.44,108412
MSI,Gaming,16.0,Retina,Intel Core i5,16,512GB SSD,Nvidia GTX 1650,macOS,2.07,47125
Acer,Gaming,13.3,4K,AMD Ryzen 7,16,1TB SSD,Intel Iris,Linux,2.21,80100
HP,Workstation,16.0,Retina,Apple M2,8,256GB SSD,Intel Iris,Windows 10,2.1,79667
MSI,Gaming,14.0,4K,AMD Ryzen 5,16,512GB SSD,AMD Radeon,macOS,2.28,57089
Asus,Notebook,15.6,4K,Apple M1,32,1TB SSD,Nvidia RTX 3050,macOS,1.84,130992
Acer,Gaming,16.0,Full HD,Intel Core i7,8,512GB SSD,Intel Iris,Windows 11,2.12,54812
Acer,Ultrabook,15.6,Retina,Intel Core i5,16,512GB SSD,Intel UHD,Windows 11,1.49,54816
Acer,Gaming,15.6,4K,AMD Ryzen 7,8,1TB SSD,Intel Iris,Linux,1.46,69409
Apple,Workstation,16.0,4K,Intel Core i7,8,1TB SSD,Nvidia GTX 1650,macOS,1.58,139392
HP,Workstation,13.3,Retina,Intel Core i7,16,1TB SSD,Intel Iris,macOS,1.69,91296
Dell,Gaming,16.0,Retina,Intel Core i7,32,1TB SSD,Intel Iris,Windows 10,1.6,82898
Asus,Gaming,13.3,Retina,Apple M1,8,256GB SSD,Nvidia GTX 1650,macOS,1.98,67661
Lenovo,Notebook,14.0,Full HD,Apple M2,32,512GB SSD,Intel Iris,Windows 10,1.27,94126
Acer,Gaming,14.0,Retina,Apple M2,16,512GB SSD,Intel Iris,Linux,1.88,83801
Acer,Workstation,15.6,Full HD,Intel Core i7,16,1TB SSD,Intel Iris,Windows 10,1.77,92522
Asus,Gaming,13.3,Retina,Intel Core i5,8,512GB SSD,Intel Iris,macOS,1.33,38565
HP,Workstation,13.3,Retina,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,Linux,1.49,36406
Acer,Ultrabook,16.0,Full HD,Apple M2,16,1TB SSD,Nvidia RTX 3050,Linux,1.57,126829
Acer,Gaming,14.0,4K,AMD Ryzen 7,32,512GB SSD,Intel Iris,Linux,1.97,76444
Acer,Gaming,14.0,4K,Intel Core i7,16,256GB SSD,Nvidia GTX 1650,Linux,1.68,72511
Acer,Workstation,15.6,4K,Apple M1,8,256GB SSD,AMD Radeon,Windows 10,1.33,75421
Lenovo,Gaming,15.6,Full HD,Intel Core i7,32,1TB SSD,Intel Iris,macOS,1.57,80588
Apple,Notebook,15.6,Retina,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3050,macOS,2.21,154383
Apple,Ultrabook,13.3,Full HD,Intel Core i7,8,512GB SSD,Nvidia RTX 3050,macOS,2.36,148255
Dell,Workstation,16.0,4K,AMD Ryzen 7,32,256GB SSD,Intel UHD,Linux,1.63,75686
Apple,Workstation,13.3,4K,Intel Core i5,16,512GB SSD,Intel UHD,macOS,1.73,119945
Apple,Workstation,16.0,Retina,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3050,macOS,2.01,160692
Apple,Ultrabook,14.0,4K,Apple M2,16,256GB SSD,Nvidia GTX 1650,macOS,2.14,153461
Acer,Notebook,15.6,4K,Apple M2,16,256GB SSD,Nvidia GTX 1650,macOS,1.58,90594
Acer,Workstation,14.0,Full HD,Intel Core i7,8,256GB SSD,AMD Radeon,Linux,2.47,62027
Lenovo,Ultrabook,13.3,4K,Apple M2,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.02,70620
HP,Ultrabook,15.6,4K,Apple M2,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.01,74816
Apple,Ultrabook,16.0,4K,Apple M1,16,512GB SSD,Intel UHD,macOS,1.84,142597
HP,Gaming,13.3,4K,Apple M1,16,512GB SSD,Nvidia GTX 1650,Windows 10,2.0,96930
Apple,Ultrabook,15.6,Full HD,Intel Core i7,16,1TB SSD,AMD Radeon,macOS,1.45,139618
MSI,Workstation,13.3,Retina,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3050,Windows 11,2.15,84934
Lenovo,Notebook,13.3,Full HD,Apple M1,8,256GB SSD,Nvidia RTX 3050,Windows 11,1.28,105470
Acer,Ultrabook,15.6,Full HD,Apple M1,8,512GB SSD,Intel UHD,Windows 11,1.64,70239
Dell,Notebook,14.0,4K,AMD Ryzen 5,8,512GB SSD,AMD Radeon,Windows 10,2.32,36731
MSI,Workstation,15.6,4K,AMD Ryzen 5,8,512GB SSD,Nvidia GTX 1650,macOS,1.73,33691
MSI,Ultrabook,14.0,4K,Intel Core i5,32,1TB SSD,Intel UHD,Linux,2.26,63891
Apple,Gaming,13.3,Full HD,AMD Ryzen 5,8,1TB SSD,Nvidia RTX 3050,macOS,1.34,141150
MSI,Gaming,14.0,4K,Apple M2,16,1TB SSD,Intel Iris,Windows 10,2.2,96364
Lenovo,Workstation,15.6,Retina,Intel Core i5,8,512GB SSD,AMD Radeon,Linux,1.69,39786
Lenovo,Ultrabook,16.0,Retina,Intel Core i5,32,256GB SSD,Intel UHD,Windows 10,1.77,57766
Asus,Gaming,16.0,Retina,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,Windows 10,1.34,79377
Lenovo,Notebook,14.0,Full HD,AMD Ryzen 7,8,256GB SSD,Intel Iris,macOS,2.28,64914
MSI,Ultrabook,15.6,4K,Apple M2,8,1TB SSD,Intel Iris,macOS,1.26,86290
MSI,Gaming,14.0,4K,Apple M1,32,512GB SSD,Intel Iris,Windows 10,1.63,95074
HP,Ultrabook,13.3,4K,Intel Core i5,32,256GB SSD,Intel Iris,Windows 11,2.31,55514
Asus,Gaming,13.3,Retina,Intel Core i5,16,1TB SSD,Intel Iris,Linux,2.08,60087
Dell,Gaming,13.3,Retina,AMD Ryzen 5,32,1TB SSD,Nvidia RTX 3050,Linux,1.36,87579
MSI,Workstation,13.3,Full HD,Apple M1,32,1TB SSD,AMD Radeon,Windows 10,2.47,94071
HP,Notebook,16.0,Full HD,Apple M1,32,512GB SSD,Intel UHD,Windows 10,1.58,97047
HP,Ultrabook,13.3,Full HD,AMD Ryzen 7,8,256GB SSD,Intel UHD,Linux,2.27,63590
Lenovo,Workstation,15.6,Retina,Intel Core i7,32,1TB SSD,Intel Iris,macOS,2.21,81971
Asus,Ultrabook,15.6,Full HD,AMD Ryzen 7,32,1TB SSD,Intel UHD,Linux,1.6,85650
Dell,Notebook,13.3,4K,Apple M2,32,1TB SSD,Nvidia GTX 1650,Windows 10,1.4,105844
Acer,Workstation,16.0,Full HD,AMD Ryzen 5,16,1TB SSD,Intel UHD,Windows 10,1.28,74861
Dell,Ultrabook,14.0,Full HD,Intel Core i7,32,256GB SSD,Intel UHD,Linux,2.28,81718
Apple,Ultrabook,14.0,Full HD,AMD Ryzen 7,16,256GB SSD,Intel Iris,macOS,1.47,134547
MSI,Notebook,14.0,4K,AMD Ryzen 7,8,1TB SSD,Intel Iris,macOS,2.44,76655
Acer,Notebook,15.6,Full HD,Apple M2,32,1TB SSD,Nvidia RTX 3050,Windows 10,1.82,122507
MSI,Workstation,14.0,Retina,Apple M1,32,1TB SSD,Nvidia RTX 3050,Windows 10,2.37,121491
Acer,Workstation,15.6,Full HD,Intel Core i5,16,256GB SSD,Intel Iris,Windows 10,1.64,58021
Acer,Gaming,14.0,Full HD,Intel Core i5,32,256GB SSD,AMD Radeon,Windows 10,1.84,52326
Lenovo,Ultrabook,15.6,Full HD,Intel Core i7,32,1TB SSD,Intel UHD,Windows 10,1.42,88018
Lenovo,Ultrabook,15.6,4K,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,macOS,1.9,57670
Dell,Gaming,15.6,Retina,Apple M2,16,256GB SSD,Intel Iris,Linux,2.02,84045
Lenovo,Notebook,15.6,4K,AMD Ryzen 7,16,512GB SSD,AMD Radeon,Windows 10,1.61,82322
HP,Notebook,15.6,4K,AMD Ryzen 7,32,512GB SSD,Nvidia RTX 3050,macOS,1.49,98192
Lenovo,Workstation,14.0,Full HD,Apple M1,8,512GB SSD,AMD Radeon,Windows 10,2.48,77199
MSI,Ultrabook,15.6,4K,Intel Core i5,16,1TB SSD,Nvidia RTX 3050,Linux,1.57,93617
Dell,Workstation,13.3,Full HD,AMD Ryzen 7,32,256GB SSD,AMD Radeon,Windows 10,1.57,75843
Apple,Ultrabook,14.0,Retina,Intel Core i5,32,512GB SSD,AMD Radeon,macOS,1.23,108609
MSI,Ultrabook,13.3,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia GTX 1650,Windows 10,1.73,32701
Asus,Ultrabook,16.0,Retina,Apple M1,32,1TB SSD,Nvidia RTX 3050,Windows 11,2.45,129970
Dell,Notebook,15.6,4K,AMD Ryzen 7,8,512GB SSD,Intel UHD,Windows 10,1.52,64723
Acer,Workstation,16.0,Retina,AMD Ryzen 7,32,512GB SSD,AMD Radeon,macOS,1.4,67994
Lenovo,Notebook,15.6,Retina,Apple M2,8,256GB SSD,Nvidia RTX 3050,Windows 10,2.12,97459
Acer,Ultrabook,16.0,4K,AMD Ryzen 7,16,1TB SSD,AMD Radeon,Windows 10,2.45,84650
HP,Gaming,13.3,Full HD,Apple M1,8,1TB SSD,Intel UHD,Linux,2.06,85933
Dell,Gaming,14.0,Full HD,AMD Ryzen 5,16,256GB SSD,Nvidia RTX 3050,Windows 11,1.24,83725
HP,Workstation,15.6,Full HD,Apple M1,32,256GB SSD,Intel Iris,macOS,1.68,96722
Asus,Gaming,14.0,4K,AMD Ryzen 7,8,512GB SSD,Nvidia GTX 1650,Windows 11,1.56,52599
Dell,Gaming,15.6,4K,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3050,Linux,1.58,84034
Acer,Workstation,16.0,Full HD,Intel Core i5,16,1TB SSD,Nvidia GTX 1650,Windows 11,2.19,59443
Asus,Ultrabook,14.0,Full HD,Intel Core i7,32,1TB SSD,Nvidia GTX 1650,macOS,1.74,81731
Lenovo,Gaming,16.0,Retina,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3050,Windows 11,2.13,63595
Asus,Workstation,13.3,Full HD,AMD Ryzen 7,32,256GB SSD,Intel Iris,macOS,2.41,75048
Acer,Workstation,16.0,Full HD,Apple M1,16,256GB SSD,AMD Radeon,Windows 10,1.61,83163
Dell,Notebook,14.0,Full HD,Intel Core i7,16,256GB SSD,Intel Iris,macOS,2.1,73821
Lenovo,Ultrabook,13.3,Full HD,Apple M1,8,1TB SSD,Intel Iris,macOS,1.82,85202
Dell,Ultrabook,15.6,4K,Intel Core i7,32,1TB SSD,Intel UHD,Linux,2.49,85389
MSI,Workstation,15.6,Retina,Intel Core i7,32,1TB SSD,AMD Radeon,macOS,1.43,86545
Lenovo,Gaming,14.0,4K,Intel Core i5,32,256GB SSD,Nvidia RTX 3050,Windows 11,1.37,82878
Lenovo,Gaming,14.0,Retina,Apple M2,16,512GB SSD,Intel UHD,Linux,1.84,88988
MSI,Notebook,16.0,4K,AMD Ryzen 7,16,256GB SSD,AMD Radeon,Windows 11,1.86,67231
Lenovo,Notebook,13.3,Retina,AMD Ryzen 5,16,1TB SSD,Intel Iris,macOS,1.63,72967
Apple,Gaming,15.6,Full HD,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,macOS,2.41,133720
HP,Notebook,16.0,Full HD,AMD Ryzen 5,8,1TB SSD,Nvidia GTX 1650,macOS,1.41,50310
Acer,Notebook,13.3,Full HD,Intel Core i7,32,256GB SSD,Intel UHD,Windows 11,1.94,80418
Asus,Workstation,14.0,4K,AMD Ryzen 5,8,512GB SSD,Nvidia RTX 3050,Windows 11,1.52,59863
MSI,Notebook,15.6,Full HD,Apple M2,8,1TB SSD,Intel Iris,Linux,2.02,93779
Lenovo,Ultrabook,16.0,Retina,Apple M2,32,1TB SSD,Nvidia GTX 1650,Windows 11,1.45,108221
Acer,Ultrabook,16.0,4K,Intel Core i7,32,256GB SSD,Intel UHD,macOS,2.14,75872
HP,Notebook,14.0,Retina,AMD Ryzen 7,16,1TB SSD,Nvidia GTX 1650,Linux,2.4,79323
Acer,Gaming,14.0,4K,AMD Ryzen 5,32,512GB SSD,Intel Iris,Linux,2.44,62314
Apple,Ultrabook,14.0,Retina,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3050,macOS,2.17,179713
Apple,Workstation,13.3,4K,Intel Core i5,8,256GB SSD,Nvidia RTX 3050,macOS,1.47,129016
HP,Notebook,16.0,4K,Intel Core i5,32,1TB SSD,Intel Iris,Windows 11,2.34,74540
MSI,Workstation,13.3,Full HD,AMD Ryzen 5,16,256GB SSD,Intel Iris,Windows 10,1.4,62878
HP,Notebook,15.6,Retina,Apple M1,16,1TB SSD,Nvidia RTX 3050,macOS,2.06,134865
HP,Notebook,13.3,4K,AMD Ryzen 7,16,256GB SSD,Nvidia GTX 1650,Linux,2.3,78137
Lenovo,Ultrabook,15.6,4K,Intel Core i5,8,1TB SSD,Intel UHD,macOS,1.8,56197
Apple,Workstation,13.3,Retina,Apple M1,32,256GB SSD,Intel Iris,macOS,1.87,142064
Apple,Notebook,14.0,4K,AMD Ryzen 7,8,512GB SSD,Intel UHD,macOS,2.28,118129
Apple,Gaming,16.0,Retina,Apple M1,16,512GB SSD,Intel UHD,macOS,1.25,151436
Apple,Notebook,13.3,Full HD,AMD Ryzen 7,8,256GB SSD,Nvidia RTX 3050,macOS,1.83,152682
Acer,Ultrabook,14.0,Full HD,Apple M2,8,512GB SSD,Nvidia RTX 3050,Windows 10,1.72,103867
Apple,Notebook,15.6,Retina,Apple M1,32,256GB SSD,Nvidia RTX 3050,macOS,1.81,182143
Lenovo,Gaming,16.0,4K,AMD Ryzen 7,8,1TB SSD,Intel UHD,Windows 11,2.37,74900
Lenovo,Gaming,16.0,Retina,AMD Ryzen 5,32,256GB SSD,AMD Radeon,Windows 11,2.25,51416
Dell,Workstation,13.3,Full HD,Intel Core i7,16,1TB SSD,Intel UHD,Windows 10,1.63,83034
Apple,Workstation,13.3,4K,Intel Core i7,32,1TB SSD,Nvidia RTX 3050,macOS,2.07,168614
Asus,Gaming,16.0,Retina,Apple M1,16,256GB SSD,Intel UHD,macOS,1.89,88658
Lenovo,Notebook,14.0,Retina,Apple M1,16,512GB SSD,Intel UHD,Linux,1.31,85719
Dell,Gaming,13.3,Full HD,Intel Core i5,32,256GB SSD,Intel Iris,Windows 10,2.35,48385
Asus,Workstation,13.3,4K,Apple M2,8,512GB SSD,Nvidia GTX 1650,macOS,2.43,70100
MSI,Gaming,14.0,Full HD,Intel Core i5,32,512GB SSD,Intel UHD,Windows 11,1.49,52495
Dell,Ultrabook,13.3,Full HD,AMD Ryzen 5,16,512GB SSD,Nvidia RTX 3050,macOS,2.36,73953
Asus,Ultrabook,15.6,Full HD,AMD Ryzen 7,8,1TB SSD,Nvidia RTX 3050,Linux,1.38,99652
HP,Gaming,13.3,4K,Intel Core i7,16,256GB SSD,Intel UHD,Windows 11,1.78,67030
Acer,Ultrabook,14.0,4K,Apple M1,16,1TB SSD,Intel UHD,Windows 10,1.97,99689
Dell,Workstation,14.0,Full HD,Intel Core i7,32,1TB SSD,AMD Radeon,Linux,2.35,89758
Lenovo,Notebook,15.6,Full HD,Apple M2,8,1TB SSD,Nvidia GTX 1650,macOS,1.77,89101
Apple,Gaming,15.6,Retina,AMD Ryzen 7,32,512GB SSD,Nvidia GTX 1650,macOS,1.69,135510
HP,Gaming,13.3,Retina,AMD Ryzen 5,32,1TB SSD,Nvidia GTX 1650,Windows 10,1.85,62085
MSI,Workstation,14.0,Retina,AMD Ryzen 7,32,256GB SSD,Intel Iris,Windows 10,2.11,69066
HP,Workstation,16.0,4K,Intel Core i7,16,1TB SSD,Nvidia RTX 3050,macOS,1.29,111953
HP,Gaming,13.3,Retina,Intel Core i5,32,1TB SSD,Nvidia GTX 1650,Windows 10,1.99,66977
Acer,Gaming,15.6,4K,Apple M1,8,256GB SSD,Intel UHD,Windows 10,1.38,69603
Asus,Ultrabook,13.3,Full HD,Intel Core i5,8,512GB SSD,Nvidia RTX 3050,macOS,1.99,64911
Lenovo,Notebook,14.0,Retina,AMD Ryzen 5,8,1TB SSD,Intel Iris,Windows 11,2.49,50370
Acer,Gaming,15.6,4K,Apple M1,32,256GB SSD,AMD Radeon,macOS,1.49,82471
HP,Notebook,16.0,4K,Intel Core i7,8,256GB SSD,Nvidia GTX 1650,Windows 10,2.27,53851
Lenovo,Notebook,16.0,Full HD,Intel Core i7,16,512GB SSD,AMD Radeon,Windows 10,2.45,81773
Acer,Notebook,13.3,Full HD,AMD Ryzen 5,16,1TB SSD,Nvidia GTX 1650,Windows 11,1.69,60912
Apple,Gaming,14.0,Retina,Apple M1,32,256GB SSD,Intel UHD,macOS,1.86,155735
Asus,Ultrabook,16.0,Retina,AMD Ryzen 7,32,256GB SSD,Nvidia GTX 1650,Windows 10,2.28,70345
MSI,Notebook,15.6,Retina,AMD Ryzen 7,32,1TB SSD,Intel Iris,Linux,1.65,82161
Apple,Notebook,13.3,Retina,AMD Ryzen 7,16,1TB SSD,AMD Radeon,macOS,2.34,147860
HP,Gaming,16.0,Retina,Intel Core i5,32,512GB SSD,Nvidia GTX 1650,Windows 11,2.29,59815
Acer,Workstation,16.0,Full HD,AMD Ryzen 5,32,256GB SSD,Nvidia RTX 3050,Windows 10,2.08,79594
Asus,Gaming,15.6,Full HD,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3050,Windows 10,1.28,68883
Acer,Ultrabook,15.6,4K,Apple M1,8,256GB SSD,Intel Iris,Windows 11,2.34,79776
